MGI	HGNC
Tnip2	TNIP2
Fbxw13	FBXW12
Ccdc22	CCDC22
Adat2	ADAT2
Klf13	KLF13
Znrf2	ZNRF2
Gng7	GNG7
Zfp386	ZNF775
C2cd4d	C2CD4D
1700123L14Rik	NUP50
Tfdp1	TFDP1
Prkce	PRKCE
Aebp2	AEBP2
Tnrc6c	TNRC6C
Vgll4	VGLL4
Defa24	DEFA6
Defa24	DEFA4
Defa24	DEFA1
Defa24	DEFA1B
Defa24	DEFA3
Defa24	DEFA5
Klk1b5	KLK1
Mmp27	MMP27
Prss16	PRSS16
Zfand2a	ZFAND2A
Shank2	SHANK2
Myh10	MYH10
Napa	NAPA
Gm5414	KRT6B
Gm5414	KRT6C
Gm5414	KRT6A
Ankrd17	ANKRD17
Gclm	GCLM
Krtap4-6	KRTAP4-3
Kif5a	KIF5A
Ap2a2	AP2A2
Lca5	LCA5
Wnt3a	WNT3A
Vwa3b	VWA3B
C1ql4	C1QL4
Pigw	PIGW
Vcpip1	VCPIP1
Atp6v1e2	ATP6V1E2
Sema6d	SEMA6D
Phlda1	PHLDA1
Gnl3l	GNL3L
Nfkbia	NFKBIA
Acad10	ACAD10
Pcdhb16	PCDHB13
Tmx2	TMX2
Smim19	SMIM19
Dnmt3b	DNMT3B
Jmjd6	JMJD6
4930578C19Rik	CXorf36
Alx1	ALX1
Catsperd	CATSPERD
Sacm1l	SACM1L
Pik3ap1	PIK3AP1
Lrp6	LRP6
Ube2n	UBE2N
Gk2	GK2
Napepld	NAPEPLD
Armcx6	ARMCX6
Slc2a6	SLC2A6
C1ra	C1R
Slc16a2	SLC16A2
Hsd17b7	HSD17B7
Gtf3c4	GTF3C4
Tmem109	TMEM109
Zfp408	ZNF408
Ism2	ISM2
Gm20850	SYCP3
Zfp42	ZFP42
Uap1	UAP1
Kcna1	KCNA1
Dusp16	DUSP16
Maged2	MAGED2
Olfr734	OR4M2
Prrc2b	PRRC2B
Mrgpra2b	MRGPRX3
Mrgpra2b	MRGPRX4
Mrgpra2b	MRGPRX1
Mrgpra2b	MRGPRX2
Stx7	STX7
Brdt	BRDT
Tbx21	TBX21
Fbxl18	FBXL18
Paxx	PAXX
Astn2	ASTN2
Npffr1	NPFFR1
Nnmt	NNMT
Gm10096	SYCP3
Snx27	SNX27
Pygl	PYGL
Slc35f5	SLC35F5
Drc3	DRC3
Dnaaf3	DNAAF3
Med31	MED31
Hnrnpa1	HNRNPA1
Sema3e	SEMA3E
Ltbp4	LTBP4
Pttg1ip	PTTG1IP
Rtn1	RTN1
Nt5c2	NT5C2
Nlrp2	PYDC2
Atf2	ATF2
Srsf12	SRSF12
Gm14137	C15orf62
Rwdd2a	RWDD2A
Pym1	PYM1
Svbp	SVBP
Ccni	CCNI
Slc35e1	SLC35E1
Rbm20	RBM20
March6	MARCH6
Renbp	RENBP
Arvcf	ARVCF
Tas2r137	TAS2R3
Hist1h1e	HIST1H1E
Gm20809	SPIN2B
Gm20809	SPIN2A
Lefty1	LEFTY1
Lefty1	LEFTY2
Rnf223	RNF223
Tmem216	TMEM216
Cmas	CMAS
Rap1b	RAP1B
C330007P06Rik	CXorf56
Fscn3	FSCN3
Gm20911	SYCP3
Rwdd1	RWDD1
Tmtc3	TMTC3
Mphosph8	MPHOSPH8
Gpr153	GPR153
Paxip1	PAXIP1
Ssxb3	SSX4
Ssxb3	SSX4B
Lig3	LIG3
Rnf103	RNF103
Npy2r	NPY2R
Sat1	SAT1
Ccng1	CCNG1
Rrm2	RRM2
Mn1	MN1
Gm12169	HAVCR1
Tas2r110	TAS2R14
Mme	MME
Olfr1389	OR2Y1
Ptgdr2	PTGDR2
Igkv18-36	IGKV3-7
Igkv18-36	IGKV3-11
Igkv18-36	IGKV3-15
Igkv18-36	IGKV3-20
Igkv18-36	IGKV3D-15
Igkv18-36	IGKV3D-20
Igkv18-36	IGKV3D-11
Igkv18-36	IGKV3D-7
Lbr	LBR
Sh2d1b2	SH2D1B
Ermard	ERMARD
Ptgds	PTGDS
Sash1	SASH1
Ccdc105	CCDC105
Defa5	DEFA6
Defa5	DEFA4
Defa5	DEFA1
Defa5	DEFA1B
Defa5	DEFA3
Defa5	DEFA5
Pofut2	POFUT2
Morn4	MORN4
Hpf1	HPF1
Gprc6a	GPRC6A
Fyb	FYB1
Rnasek	RNASEK
BC117090	CSTA
Allc	ALLC
Lpar1	LPAR1
Gm20826	SPIN2B
Gm20826	SPIN2A
Zfp414	ZNF414
Bmp15	BMP15
Paqr7	PAQR7
Socs1	SOCS1
Mtmr11	MTMR11
Ttc25	TTC25
Krt33a	KRT33A
Hmx1	HMX1
Klk1b3	KLK1
Kif2a	KIF2A
Gm49358	NT5DC3
Ccdc142	CCDC142
Sema3a	SEMA3A
Tysnd1	TYSND1
Nufip2	NUFIP2
Mis18bp1	MIS18BP1
Gabra1	GABRA1
Ap2s1	AP2S1
Slx4	SLX4
Kdelr1	KDELR1
Gm43517	FOXG1
Tktl2	TKTL2
Gspt2	GSPT2
Tnrc6a	TNRC6A
Clip1	CLIP1
Olfr978	OR10G4
Olfr978	OR10G9
Olfr978	OR10G8
Olfr978	OR10G7
Ube2d2a	UBE2D2
Prkd1	PRKD1
Slc10a6	SLC10A6
Etfb	ETFB
Psmc1	PSMC1
Bod1l	BOD1L1
Lhx9	LHX9
Gpr12	GPR12
Fignl1	FIGNL1
Uba3	UBA3
Cxcl17	CXCL17
Slc22a16	SLC22A16
Spry4	SPRY4
Tmem87b	TMEM87B
Spata18	SPATA18
Slc7a4	SLC7A4
Map4k1	MAP4K1
Lrrc20	LRRC20
Tmed5	TMED5
Isg15	ISG15
Gadd45g	GADD45G
9530003J23Rik	LYZ
Igflr1	IGFLR1
Fam227a	FAM227A
Gps2	GPS2
Gm20897	SYCP3
Fmn1	FMN1
Pex10	PEX10
Krt35	KRT35
Lamtor2	LAMTOR2
Me2	ME2
Il3	IL3
Ptger4	PTGER4
Mmp8	MMP8
Agpat4	AGPAT4
Gfra4	GFRA4
Rergl	RERGL
Rarg	RARG
Tie1	TIE1
Gm17087	ACTB
Fgd1	FGD1
Cops9	COPS9
Olfr8	OR7A5
Olfr8	OR7A10
Olfr8	OR7A17
Rnf208	RNF208
Birc5	BIRC5
Cfi	CFI
Kif13b	KIF13B
Ppp1r35	PPP1R35
Ppp1r9a	PPP1R9A
Prkg2	PRKG2
Adcyap1r1	ADCYAP1R1
Krt34	KRT34
Fuca2	FUCA2
Gramd1a	GRAMD1A
Zfp623	ZNF623
Qk	QKI
Ddx47	DDX47
Mfsd2a	MFSD2A
Mcc	MCC
Rnls	RNLS
Actr3	ACTR3
Hnrnpll	HNRNPLL
Slc6a5	SLC6A5
Pcdhb12	PCDHB5
Clec2i	CLEC2D
Cldn10	CLDN10
Marc1	MARC1
Lyzl4	LYZL4
Olfr1271	OR4B1
Tubb2b	TUBB2B
Kcns1	KCNS1
Ptges2	PTGES2
Eid1	EID1
Hoxb5	HOXB5
Cdc7	CDC7
Grin1	GRIN1
Rad54l2	RAD54L2
Serpina7	SERPINA7
Amh	AMH
Romo1	ROMO1
Ccdc9b	CCDC9B
Upf1	UPF1
Cela1	CELA1
Obp1a	PAEP
Polr2f	POLR2F
Nip7	NIP7
Sh2b3	SH2B3
Smyd2	SMYD2
Abcd4	ABCD4
Ripply2	RIPPLY2
Asic2	ASIC2
Klk5	KLK5
Angptl4	ANGPTL4
Muc3	MUC17
Wdr13	WDR13
Herc1	HERC1
Blvra	BLVRA
Krt80	KRT80
Thyn1	THYN1
Cnrip1	CNRIP1
Fcgr4	FCGR3A
Fcgr4	FCGR3B
Slc3a1	SLC3A1
Ephx3	EPHX3
Bicral	BICRAL
Rimbp3	RIMBP3B
Ap1s1	AP1S1
Abce1	ABCE1
Hist1h3i	HIST1H3F
Arg1	ARG1
Ifi44	IFI44
Arhgdib	ARHGDIB
Nol10	NOL10
Dnajb13	DNAJB13
Ndufa5	NDUFA5
Pfn1	PFN1
Oaz3	OAZ3
Thoc3	THOC3
Taar2	TAAR2
Efhc2	EFHC2
Arsb	ARSB
Prr14l	PRR14L
Phf14	PHF14
Fbxo7	FBXO7
Il22	IL22
Map3k4	MAP3K4
Tra2a	TRA2A
BC024978	C19orf54
Wdr60	WDR60
Gm20831	SPIN2B
Gm20831	SPIN2A
Tln1	TLN1
Ano5	ANO5
Scyl1	SCYL1
Tinagl1	TINAGL1
Rad51ap2	RAD51AP2
Rwdd4a	RWDD4
Gimd1	GIMD1
Adra1b	ADRA1B
Zfp422	ZNF22
Crisp3	CRISP3
Ap5m1	AP5M1
Abcg8	ABCG8
Socs2	SOCS2
Rlim	RLIM
Exoc3l4	EXOC3L4
Gtf2h1	GTF2H1
Klhl12	KLHL12
Adgra2	ADGRA2
Polr2m	POLR2M
Zfp169	ZNF169
Gm21854	SPIN2B
Gm21854	SPIN2A
Slc12a5	SLC12A5
Rab21	RAB21
Flt3	FLT3
Ahnak2	AHNAK2
Slc7a6	SLC7A6
Tnrc6b	TNRC6B
Mrgprx1	MRGPRX3
Mrgprx1	MRGPRX4
Mrgprx1	MRGPRX1
Mrgprx1	MRGPRX2
2410015M20Rik	C19orf70
Grin2d	GRIN2D
Pard6a	PARD6A
Rnf227	RNF227
Pot1b	POT1
Ccdc134	CCDC134
Gm10488	SYCP3
Ppp1r17	PPP1R17
Dppa2	DPPA2
Ankrd13d	ANKRD13D
Kiss1	KISS1
Ankrd52	ANKRD52
Ppp1r1a	PPP1R1A
Zfp687	ZNF687
Fam193a	FAM193A
Gas2	GAS2
Celsr2	CELSR2
Gm21650	SYCP3
Ppp1r32	PPP1R32
Fibcd1	FIBCD1
Abcd3	ABCD3
Gm5225	PRDX2
Cxxc5	CXXC5
Zfp273	ZNF195
Zfp273	ZNF429
Gm28510	SYCP3
Pspc1	PSPC1
Chid1	CHID1
Cul7	CUL7
Tasp1	TASP1
Atp10b	ATP10B
Letmd1	LETMD1
Hist2h3c1	HIST2H3A
Gm5901	C11orf42
Cdca8	CDCA8
Ugt1a1	UGT1A1
E130311K13Rik	C3orf33
Cyp2w1	CYP2W1
Twist1	TWIST1
Nudt10	NUDT11
Igsf23	IGSF23
Ggt1	GGT2
Lyrm1	LYRM1
Bin2	BIN2
Hmgcll1	HMGCLL1
Kcna7	KCNA7
Smim14	SMIM14
Tmem52	TMEM52
Trim27	TRIM27
Prickle2	PRICKLE2
Ighe	IGHE
Foxj1	FOXJ1
Lrrc4	LRRC4
Dclk1	DCLK1
Ces1d	CES1
Arrdc1	ARRDC1
R3hdm1	R3HDM1
Fgf14	FGF14
Wdr74	WDR74
Atn1	ATN1
Cask	CASK
Tmed8	TMED8
F13b	F13B
Zfp521	ZNF521
Smc5	SMC5
Olfr747	OR11H4
Btbd6	BTBD6
Fam180a	FAM180A
Sbk2	SBK2
Rtcb	RTCB
Togaram2	TOGARAM2
Gm20820	SYCP3
Taok1	TAOK1
Gm49527	ZNF7
Jhy	JHY
Cfap77	CFAP77
Slc17a3	SLC17A3
Camsap2	CAMSAP2
Arhgef15	ARHGEF15
Arfgap1	ARFGAP1
Gm11554	KRTAP4-3
Pcdhb11	PCDHB5
Pde1b	PDE1B
Mapk9	MAPK9
Retnlb	RETNLB
Fam71b	FAM71B
Zfp59	ZNF780A
Nubpl	NUBPL
Zfp362	ZNF362
Atp1a1	ATP1A1
Lzts3	LZTS3
H1f0	H1F0
Spag7	SPAG7
Bckdk	BCKDK
Stxbp5	STXBP5
Fam198a	FAM198A
Muc15	MUC15
Srl	SRL
Pdx1	PDX1
Slc35g3	SLC35G4
P4ha3	P4HA3
Mettl27	METTL27
Zfp740	ZNF740
9930104L06Rik	C1orf109
Ffar3	FFAR3
Ffar3	GPR42
Csf1r	CSF1R
Dhdh	DHDH
Tmem210	TMEM210
Gm28635	CTNND1
Asnsd1	ASNSD1
Map3k9	MAP3K9
Ighm	IGHM
Olfr502	OR5P2
Dhx16	DHX16
Gas2l3	GAS2L3
Dtd2	DTD2
Ankrd35	ANKRD35
Cyc1	CYC1
Ccr1	CCR1
Ccl3	CCL18
Ccl3	CCL3
Ccl3	CCL3L1
Ccl3	CCL3L3
Dip2a	DIP2A
Mia	MIA
Mia	MIA-RAB4B
Crybg2	CRYBG2
Micall1	MICALL1
Nbea	NBEA
Mff	MFF
Rpusd2	RPUSD2
Sphk1	SPHK1
Ap1g1	AP1G1
Prkra	PRKRA
Arl1	ARL1
Chil3	CHIA
Slc36a3	SLC36A3
Arfgef1	ARFGEF1
Rasgrp2	RASGRP2
Slc4a9	SLC4A9
Zfp689	ZNF689
Thoc6	THOC6
Col9a2	COL9A2
Phyhipl	PHYHIPL
Olfr949-ps1	OR5AC1
Slc18b1	SLC18B1
Col5a3	COL5A3
Dok1	DOK1
Plod2	PLOD2
Macc1	MACC1
Scamp1	SCAMP1
Mgst1	MGST1
Gcg	GCG
Cnr1	CNR1
Ncr1	NCR1
Cdkn2c	CDKN2C
Ap4s1	AP4S1
Pcdhgb2	PCDHGB2
Nfasc	NFASC
Mettl5	METTL5
Scaf11	SCAF11
Macrod2	MACROD2
Gm21095	SYCP3
Egln3	EGLN3
Rtf1	RTF1
Apobec2	APOBEC2
Plppr4	PLPPR4
Gm11555	KRTAP4-7
Gm11555	KRTAP4-12
Gm11555	KRTAP4-6
Pttg1	PTTG1
Zfp791	ZNF791
Ficd	FICD
Crkl	CRKL
Ddc	DDC
Tsfm	TSFM
Sun5	SUN5
Fam135b	FAM135B
Papss2	PAPSS2
Caps2	CAPS2
Tbl1xr1	TBL1XR1
Ccer1	CCER1
Lemd3	LEMD3
Pogk	POGK
Pard3	PARD3
Kynu	KYNU
Glp2r	GLP2R
Atp2a2	ATP2A2
Arhgap26	ARHGAP26
Tat	TAT
1810009A15Rik	C11orf98
Zc3h7a	ZC3H7A
Tnfsf8	TNFSF8
Rgs22	RGS22
Col23a1	COL23A1
D430042O09Rik	KIAA0556
Mxd1	MXD1
Bsx	BSX
Ttk	TTK
Hyal4	HYAL4
Slc5a4a	SLC5A4
Tmsb4x	TMSB4X
Tmsb4x	TMSB4Y
Mon1a	MON1A
Rab12	RAB12
Agk	AGK
Eef1akmt3	EEF1AKMT3
Rnf144b	RNF144B
Psme1	PSME1
Kng2	KNG1
Cpne8	CPNE8
Nckipsd	NCKIPSD
Bdh1	BDH1
Arpp21	ARPP21
Olfr918	OR8B2
Olfr918	OR8B3
Gm5935	SYCP3
Senp8	SENP8
Gm20929	SYCP3
Ccdc59	CCDC59
Evi5	EVI5
Nup62cl	NUP62CL
Gm9045	CDC5L
5430402E10Rik	PAEP
Bicc1	BICC1
Tm7sf3	TM7SF3
Kif13a	KIF13A
Zc3h14	ZC3H14
Rhd	RHCE
Rhd	RHD
Dhx57	DHX57
Zwint	ZWINT
Mdfi	MDFI
Sfxn1	SFXN1
Olfr878	OR8B4
Rab7b	RAB7B
Il1rapl1	IL1RAPL1
Nr5a1	NR5A1
Mtmr1	MTMR1
Slc25a17	SLC25A17
Ecscr	ECSCR
Rbm47	RBM47
Rarb	RARB
Gm20854	SPIN2B
Gm20854	SPIN2A
Ccdc88c	CCDC88C
Ebna1bp2	EBNA1BP2
Fam160b2	FAM160B2
Tmem186	TMEM186
Zfp467	ZNF467
Gm21719	SPIN2B
Gm21719	SPIN2A
Plekhn1	KLHL17
Asb6	ASB6
Kif5b	KIF5B
Rhot1	RHOT1
Fscn2	FSCN2
Apbb1	APBB1
Krba1	KRBA1
Parl	PARL
Slc48a1	SLC48A1
Dnajb11	DNAJB11
Sec63	SEC63
Lrrtm2	LRRTM2
Kntc1	KNTC1
Nectin3	NECTIN3
Clec3b	CLEC3B
Npy4r	NPY4R
Lrch3	LRCH3
Nkain4	NKAIN4
Pappa	PAPPA
Glipr1l1	GLIPR1L1
Zfp266	ZNF266
Cdhr1	CDHR1
Stk10	STK10
Slc35e3	SLC35E3
Smpd1	SMPD1
Cubn	CUBN
Wfikkn1	WFIKKN1
Capsl	CAPSL
B4galt7	B4GALT7
Nmt2	NMT2
Psip1	PSIP1
Fntb	FNTB
Ramp3	RAMP3
Cops5	COPS5
Olfr691	OR52B2
Hnrnpd	HNRNPD
Zfp354a	ZNF354A
Defa23	DEFA6
Defa23	DEFA4
Defa23	DEFA1
Defa23	DEFA1B
Defa23	DEFA3
Defa23	DEFA5
Nt5c3b	NT5C3B
Afg1l	AFG1L
Tepsin	TEPSIN
Ppil4	PPIL4
Eif3k	EIF3K
Inpp5e	INPP5E
Calcoco2	CALCOCO2
Bcar1	BCAR1
Akap8	AKAP8
Ahsg	AHSG
Thtpa	THTPA
Hoxc6	HOXC6
0610010K14Rik	RNASEK-C17orf49
AU022252	C1orf50
Daam1	DAAM1
Fbxo5	FBXO5
Phospho2	PHOSPHO2
Igf1	IGF1
Sox2	SOX2
Odc1	ODC1
Barhl2	BARHL2
Spata2l	SPATA2L
Krtap5-1	KRTAP5-2
Olfr1257	OR4C13
Nr0b1	NR0B1
Cabcoco1	CABCOCO1
Ighv10-1	IGHV3OR15-7
Ighv10-1	IGHV3-15
Ighv10-1	IGHV3-49
Tyrobp	TYROBP
C1qtnf5	C1QTNF5
R3hdm2	R3HDM2
Odf2l	ODF2L
Mboat7	MBOAT7
Ighv9-3	IGHV7-4-1
Slc25a43	SLC25A43
Htr3b	HTR3B
R3hcc1l	R3HCC1L
Snrnp27	SNRNP27
Mycl	MYCL
Pias3	PIAS3
Zfp672	ZNF672
Dkk4	DKK4
Zfp383	ZNF383
Ankrd66	ANKRD66
Synb	ERVFRD-1
Fap	FAP
Cd109	CD109
Shmt1	SHMT1
Mid2	MID2
Rsph4a	RSPH4A
Casq2	CASQ2
Ppp1r13b	PPP1R13B
Btg1-ps1	BTG1
Mroh2b	MROH2B
Gm20823	SPIN2B
Gm20823	SPIN2A
Epc1	EPC1
Mcoln2	MCOLN2
Smagp	SMAGP
Slc25a24	SLC25A24
Opa3	OPA3
Ndufs6	NDUFS6
Agtrap	AGTRAP
Dis3l2	DIS3L2
Tuba1b	TUBA1B
Ttc37	TTC37
Kdm4a	KDM4A
Prkn	PRKN
Gm49336	NUP58
Olfr845	OR7G2
Aurka	AURKA
Liph	LIPH
Zfp384	ZNF384
Hspb11	HSPB11
5031439G07Rik	KIAA0930
Pomp	POMP
Xlr4a	FAM9C
Hfe	HFE
Mfsd10	MFSD10
Ephx4	EPHX4
Rd3	RD3
Hykk	HYKK
Sox21	SOX21
Gm20873	SPIN2B
Gm20873	SPIN2A
Elf5	ELF5
Fam240a	FAM240A
Thop1	THOP1
Ethe1	ETHE1
Rgl3	RGL3
Oxct2a	OXCT2
Gm20736	SYCP3
Mrpl10	MRPL10
Cyp39a1	CYP39A1
Calhm2	CALHM2
1700113H08Rik	C12orf42
Dclk3	DCLK3
Neurl1a	NEURL1
1700001C02Rik	C2orf70
Ctbs	CTBS
Lrrn2	LRRN2
Twf1	TWF1
Kcnt2	KCNT2
Tmem270	TMEM270
Tmem123	TMEM123
Tmem263	TMEM263
Rdh8	RDH8
Slc2a9	SLC2A9
Igkv8-16	IGKV4-1
Pcbp1	PCBP1
Elovl1	ELOVL1
Alppl2	ALPP
Alppl2	ALPG
Alppl2	ALPI
Cradd	CRADD
Utp20	UTP20
Gm42957	ITGA10
Tcf4	TCF4
Pkd1l3	PKD1L3
Cdk19	CDK19
Birc7	BIRC7
Phf20	PHF20
Pgm5	PGM5
Pros1	PROS1
Hcar2	HCAR3
Hcar2	HCAR2
Gm15293	DEFA6
Gm15293	DEFA4
Gm15293	DEFA1
Gm15293	DEFA1B
Gm15293	DEFA3
Gm15293	DEFA5
Nkiras2	NKIRAS2
Ptprf	PTPRF
Gm43218	IGKV4-1
Gm2030	SYCP3
Mms19	MMS19
Ubox5	UBOX5
Ptcra	PTCRA
Gm21256	SYCP3
Lin9	LIN9
Dus2	DUS2
Ccdc69	CCDC69
Pla2g7	PLA2G7
Mylk	MYLK
Arhgap25	ARHGAP25
Zap70	ZAP70
Mrps33	MRPS33
Pds5a	PDS5A
Zmym5	ZMYM5
Pclaf	PCLAF
Zbtb41	ZBTB41
Creb3l2	CREB3L2
Rfk	RFK
Washc4	WASHC4
Eps8l1	EPS8L1
Aldh1b1	ALDH1B1
Hoxc5	HOXC5
Iqcf3	IQCF3
Tes3-ps	DCUN1D1
	RPS10-NUDT3
Pyroxd2	PYROXD2
Spink14	SPINK14
Rab11fip5	RAB11FIP5
Arf5	ARF5
Rab9	RAB9A
Myh8	MYH8
Pi4k2b	PI4K2B
Ighv8-5	IGHV2-5
Ighv8-5	IGHV2-26
Ppp2r5a	PPP2R5A
Olfr814	OR6C70
Atg12	ATG12
Rtl8c	RTL8B
Rtl8c	RTL8A
Pgrmc1	PGRMC1
Slc22a21	SLC22A5
Gpatch2	GPATCH2
Krt7	KRT7
Purb	PURB
Polb	POLB
Mok	MOK
Haus1	HAUS1
Gm14743	PAEP
Myo3b	MYO3B
Washc2	WASHC2C
Mterf1b	MTERF1
9330159F19Rik	KIAA0408
Gm28490	SYCP3
Bsn	BSN
Pde3a	PDE3A
Ap3b1	AP3B1
Sdccag3	ENTR1
Fam160a2	FAM160A2
Nkx2-1	NKX2-1
Inha	INHA
Krt40	KRT40
Mgat4c	MGAT4C
Olfr1165-ps	OR5AC1
Dnajc18	DNAJC18
Hba-a1	HBA2
Hba-a1	HBA1
Epha10	EPHA10
Prkcz	PRKCZ
Lrrc8b	LRRC8B
Tas2r117	TAS2R14
AW551984	VWA5A
2700062C07Rik	C18orf21
Pik3c2b	PIK3C2B
Lum	LUM
Inpp4b	INPP4B
Hddc3	HDDC3
Ereg	EREG
Pik3r5	PIK3R5
Gpc6	GPC6
Krcc1	KRCC1
Ranbp17	RANBP17
Spaca3	SPACA3
Icam5	ICAM5
Pabpc6	PABPC3
Scrn2	SCRN2
Mybphl	MYBPHL
Lhfpl2	LHFPL2
Cd300lb	CD300LB
Relt	RELT
Itpr2	ITPR2
Cnot1	CNOT1
Birc3	BIRC3
Bcar3	BCAR3
Tipin	TIPIN
Mapre1	MAPRE1
Rps6ka4	RPS6KA4
Itgb1	ITGB1
Inpp1	INPP1
Pithd1	PITHD1
Kif21b	KIF21B
Il6st	IL6ST
Armcx1	ARMCX1
Krtap16-1	KRTAP16-1
Hist1h1a	HIST1H1A
Fli1	FLI1
Terf2	TERF2
Upk3bl	UPK3BL1
Gm49384	POLE2
Wdr63	WDR63
Zfp36	ZFP36
Hhatl	HHATL
Eogt	EOGT
Gal3st2c	GAL3ST2
Gm21865	SYCP3
Zmym2	ZMYM2
Sned1	SNED1
Tti1	TTI1
Rbm5	RBM5
Arhgef2	ARHGEF2
Nrk	NRK
Gpr33	GPR33
Tiam2	TIAM2
Atf3	ATF3
Htra2	HTRA2
Wnk3	WNK3
Ckap5	CKAP5
Tmem249	TMEM249
F9	F9
Polr3b	POLR3B
Smap2	SMAP2
Xlr5a	FAM9C
Tmem246	TMEM246
Grm8	GRM8
Fbxw25	FBXW12
Spsb2	SPSB2
St6gal2	ST6GAL2
Trip4	TRIP4
Acin1	ACIN1
Rad9b	RAD9B
Sparc	SPARC
Cyb5a	CYB5A
Dhx34	DHX34
Olfr1416	OR6B2
Olfr1416	OR6B3
Tmem220	TMEM220
Slc20a2	SLC20A2
Chrnb3	CHRNB3
Esf1	ESF1
F2r	F2R
Hnrnpdl	HNRNPDL
Tuba3a	TUBA3D
Mcm3ap	MCM3AP
Coa4	COA4
Entpd8	ENTPD8
Hist2h2ab	HIST2H2AB
Tas2r113	TAS2R14
Limk2	LIMK2
Rab31	RAB31
Hoxb3	HOXB3
Polr3k	POLR3K
Nusap1	NUSAP1
Tbcc	TBCC
Fitm1	FITM1
Fam189a2	FAM189A2
Pno1	PNO1
Kcnk5	KCNK5
Kcna3	KCNA3
Ces1b	CES1
Grid1	GRID1
Elac1	ELAC1
Tpgs1	TPGS1
Smim10l1	SMIM10L1
Rint1	RINT1
Lcn11	PAEP
Itpkc	ITPKC
Slc6a15	SLC6A15
Hjurp	HJURP
Olfr982	OR10S1
Acvr1b	ACVR1B
Ccnd3	CCND3
Emp2	EMP2
1700040F15Rik	SYCP3
Zbtb1	ZBTB1
Sos1	SOS1
Pabpc2	PABPC3
Pdcd2	PDCD2
Bpi	BPI
Taar5	TAAR5
Adgrl4	ADGRL4
Olfr981	OR10G6
Foxo6	FOXO6
Timmdc1	TIMMDC1
Nkx3-2	NKX3-2
Clpb	CLPB
Kl	KL
Magi3	MAGI3
Pou2f2	POU2F2
Tmed9	TMED9
Gm7073	CXorf66
Tmem200a	TMEM200A
Atf1	ATF1
Nr4a2	NR4A2
Scp2d1	SCP2D1
Pip4k2c	PIP4K2C
Olfr1293-ps	OR4F5
Olfr1293-ps	OR4F17
Cnksr3	CNKSR3
Lta4h	LTA4H
Trim54	TRIM54
Alkbh1	ALKBH1
Slc6a20a	SLC6A20
Kcnip1	KCNIP1
Atp13a5	ATP13A5
Piezo1	PIEZO1
Dedd2	DEDD2
Ctns	CTNS
Zfp58	ZNF195
Zfp58	ZNF429
H2-DMb1	HLA-DMB
Olfr196	OR5H1
Olfr196	OR5H14
Tent5c	TENT5C
Mrpl14	MRPL14
Fbxo48	FBXO48
Maff	MAFF
Impdh2	IMPDH2
Maco1	MACO1
Olfr908	OR5AC1
Brd3	BRD3
Ajap1	AJAP1
Sspo	SSPO
Setbp1	SETBP1
Mtor	MTOR
Smarca5	SMARCA5
Cyp2a12	CYP2A7
Cyp2a12	CYP2A6
Arhgap9	ARHGAP9
Hoxb2	HOXB2
Slitrk2	SLITRK2
Pdk1	PDK1
Cnep1r1	CNEP1R1
Ube2e2	UBE2E2
Fam162b	FAM162B
Gpx2	GPX2
Adam32	ADAM32
Ablim1	ABLIM1
Sox13	SOX13
Atxn10	ATXN10
Cab39l	CAB39L
Rnf128	RNF128
Tdrkh	TDRKH
Cd40	CD40
Sycn	SYCN
Uevld	UEVLD
Prdm8	PRDM8
Gcnt7	GCNT7
Dcdc2b	DCDC2B
Duxbl2	DUX4
Syncrip	SYNCRIP
Celf3	CELF3
Mtmr6	MTMR6
Rps12	RPS12
Zfp142	ZNF142
Wasl	WASL
Gjb2	GJB2
Myo19	MYO19
Gjb6	GJB6
Pde4dip	PDE4DIP
Zc3h11a	ZC3H11A
Ccdc42	CCDC42
Tmem116	TMEM116
Sel1l2	SEL1L2
Lgals4	LGALS4
Tcp11l2	TCP11L2
Serinc4	SERINC4
Rimkla	RIMKLA
Rap1a	RAP1A
Ugt1a6b	UGT1A6
Fam196b	INSYN2B
Slc13a4	SLC13A4
Fnbp1	FNBP1
Epor	EPOR
Ms4a10	MS4A10
B9d1	B9D1
Ighv8-6	IGHV2-5
Ighv8-6	IGHV2-26
Calhm3	CALHM3
Aggf1	AGGF1
Tbcel	TBCEL
Fgg	FGG
Rflnb	RFLNB
Gm20903	SYCP3
Acp6	ACP6
Gm14548	LILRA4
Dgkg	DGKG
Zfp644	ZNF644
Armcx2	ARMCX2
Hist1h1b	HIST1H1B
Kcnab2	KCNAB2
Mmp25	MMP25
Pggt1b	PGGT1B
Rapgef4	RAPGEF4
Dxo	DXO
Pon3	PON3
Tgm2	TGM2
Mbd6	MBD6
Limd2	LIMD2
Rbbp4	RBBP4
Phf21a	PHF21A
Dusp21	DUSP21
Vhl	VHLL
Cd180	CD180
Coq8b	COQ8B
Rspo1	RSPO1
Gm2564	CCL19
Zfp398	ZNF398
Prmt7	PRMT7
Gria1	GRIA1
Psmd6	PSMD6
Rabif	RABIF
Apoc1	APOC1
Cck	CCK
Atp4a	ATP4A
Sass6	SASS6
Trp53i11	TP53I11
Mchr1	MCHR1
Zbtb8os	ZBTB8OS
Mroh7	MROH7-TTC4
Mroh7	MROH7
Cdc27	CDC27
Ankrd40	ANKRD40
Egf	EGF
Arl16	ARL16
